firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
Sainsbury-s,2020-10-10, General Assistant,"Current Employee, less than 1 year","Kendal, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,o,v,Interesting challenging and varied role,Work with a mix of good colleagues,Training has been poor during covid
Sainsbury-s,2020-11-26, Food Services Assistant,Current Employee,"Ipswich, England, England",5,5.0,5.0,5.0,5.0,5.0,3.0,v,o,v,great weekend job for students,"- colleague discount and benefits
- holidays
- training opportunities
- pay
- recognition within the company
- overtime opportunities",I didn't have any cons until I was moved to another area of the store where I wasn't provided training. This wasn't really the company's fault as it is due to Covid-19 issues but it has made work less enjoyable for me personally.
Sainsbury-s,2021-01-13, Solution Architect,Current Employee,"Coventry, England, England",4,5.0,4.0,4.0,3.0,3.0,4.0,v,o,v,Stable job - Good for engineers,"Good opportunities for learning new tech on engineering level
Stability of employment
Friendly environment","Fossilized structures and ways of working on business level.
Typical corporation - plenty of pointless meetings, hard to get information out of people, forms forms and more forms
The higher you go you get more detached from technical aspects of your work"
Sainsbury-s,2021-04-28, Senior Architect,"Current Employee, more than 3 years","Coventry, England, England",2,5.0,4.0,3.0,3.0,1.0,2.0,o,o,x,Average,"Good Benefits, Largely trusted to do your own thing, decent focus on wellbeing.","Toxic\clicky management culture, more about who you know not what you know to get into management grades."
Sainsbury-s,2021-04-22, Online Assistant,Former Employee,"Ipswich, England, England",5,5.0,4.0,4.0,3.0,3.0,3.0,v,o,r,Good job for a few month,"helpful colleagues, good salary, flexible, colleague discount","repetitiveness, no brain job, can be tiring physically, tight IPH, pressure"
Sainsbury-s,2021-01-10, Student,Current Employee,"Littlehampton, England, England",4,1.0,4.0,4.0,3.0,3.0,3.0,v,o,v,Sainsbury’s Review,Well paid job with lots of opportunities to learn and progress. Can be fun.,Can be difficult to get a work/life Balance with too high expectations in some areas.
Sainsbury-s,2021-01-30, Home Delivery Driver,"Current Employee, less than 1 year","Exeter, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,o,v,amazing,"everything, good management, lovely place to work",none none none none none
Sainsbury-s,2021-05-03, Customer Trading Manager,Current Employee,"London, England, England",5,3.0,5.0,5.0,5.0,4.0,4.0,v,o,v,Rewarding job,Gain a lot of experience in how a business operates,Can be unsociable working hours
Sainsbury-s,2021-02-17, Store Colleague,"Former Employee, more than 1 year","Falmouth, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,o,o,Great company and benefits,"Short hours, plenty of overtime",Sitting on a till for entire shift
Sainsbury-s,2021-02-15, Customer Service Representative (CSR),"Former Employee, more than 3 years","Shepherds Bush, England, England",4,4.0,4.0,3.0,4.0,4.0,4.0,v,o,v,Good,"Good pay, great people, fun","Lack of clarity, and diversity"
Sainsbury-s,2020-11-20, Product Manager,Current Employee,"London, England, England",4,4.0,4.0,5.0,5.0,4.0,5.0,v,o,v,"Good, but slow",Good place to work with lots of benefits. Strong focus on making it a great and engaging place to work with the ability to work on a lot of products,"Being a large org with legacy systems that they're slowly migrating away from, can be slow to make changes you want. Bright future ahead though"
Sainsbury-s,2020-12-22, Customer Assistant,"Former Employee, more than 1 year","Sevenoaks, England, England",4,4.0,4.0,4.0,3.0,3.0,4.0,v,o,r,good,good money and not stressful,no subsidised lunch and no discounts
Sainsbury-s,2020-11-23, Graduate Student,Current Employee,"Aberdeen, Scotland, Scotland",5,5.0,4.0,4.0,5.0,4.0,3.0,v,o,v,Part-time Sainsburys,Welcoming company to work for with flexible hours. Perfect part-time job for any university student.,There are very few sick days allowed.
Sainsbury-s,2021-04-13, Customer Trading Assistant,Current Employee,"London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,o,v,Customer Trading Assistant,Great place to work for sure,No cons at all greatest place in the world
Sainsbury-s,2020-10-01, Graduate Student,Former Employee,Ahmedabad,3,4.0,1.0,5.0,1.0,2.0,4.0,v,o,v,Decent company to work for,friendly staff and overall nice place to work,hard to get shifts changed between staff
Sainsbury-s,2021-01-06, Retail Sales Assistant,"Former Employee, more than 3 years","Muswell Hill, England, England",5,5.0,5.0,5.0,3.0,2.0,5.0,v,o,r,Great place to start working,"Great for first job 
Flexible
Listen to you",Not many cons for a part time job
Sainsbury-s,2021-04-13," Catering Assistant, Barista","Former Employee, more than 3 years","Durham, England, England",4,5.0,5.0,5.0,2.0,3.0,5.0,o,o,o,Catering Assistant,The staff and colleagues were all friendly and had good team spirit,Come across very rude customers at times.
Sainsbury-s,2021-05-12, Marketing Planning Manager,"Former Employee, more than 1 year","Milton Keynes, England, England",3,3.0,3.0,3.0,3.0,3.0,3.0,v,o,v,Great place to work but improvable,"Culture
Worklife balance
Salary is not bad for the charge of work
Dynamic place
Friendly space
Nice marketing events","Inexistent Human Resources.
Sometimes there are unfair behaviours. 
It is not really challenging"
Sainsbury-s,2021-03-16, General Merchandise Assistant,"Former Employee, more than 1 year","High Wycombe, England, England",4,3.0,4.0,5.0,3.0,3.0,3.0,v,o,r,First permanent contract job,"Easy work to be completed
Not too much complex training to undergo
Reasonably sized team
Staff discount","Hours weren't the best
Sometimes left to man whole department by yourself for hours or later at night
Stocktaking days are a nightmare"
Sainsbury-s,2021-02-10, Analyst,"Current Employee, more than 3 years","London, England, England",3,5.0,4.0,5.0,1.0,1.0,3.0,v,o,r,Good company,"Great culture, nice offices, comms",Payrises and bonuses are rubbish
Sainsbury-s,2021-04-09, Customer Service Advisor,"Current Employee, more than 1 year","Hastings, England, England",4,4.0,3.0,3.0,2.0,3.0,3.0,v,o,v,Nice place to work,"Pay is fairly good, work keeps you active.",Overtime is hard to come by on a part time contract
Sainsbury-s,2021-06-03, Customer Trading Manager,"Current Employee, more than 1 year","Southend-on-Sea, England, England",4,5.0,5.0,5.0,4.0,4.0,4.0,v,o,r,Chilled out environment,"Sick pay, time to actually manage colleagues, possibility of getting higher qualifications with apprenticeships",Frustration with ineffective productivity on some departments. Even after restructure to winning teams old management stayed and not willing to change=contracts changed however business mentality did not.
Sainsbury-s,2021-03-03, General Assistant,"Former Employee, more than 1 year","Bath, England, England",4,4.0,4.0,5.0,3.0,3.0,4.0,v,o,r,"Adequate job, nice colleagues, management poor communication","Clear and uncomplicated objectives to achieve
Friendly colleges","Little training due to leadership fragmentation
Forgot to train me on essential duties despite consistent reminders; worked it all out as I went (such as how to use the POS systems)
Difficult to communicate with manager - little availability, often forgot requests"
Sainsbury-s,2021-01-06, Customer Service Assistant,Former Employee,"Rayleigh, England, England",4,4.0,2.0,4.0,3.0,2.0,2.0,v,o,r,Fine for a student.,First-hand customer service experience is good.,Inflexible working hours and a constant rotation of management staff.
Sainsbury-s,2020-12-01, Sales Assistant,Current Employee,"Newbury, England, England",5,4.0,5.0,5.0,5.0,5.0,5.0,v,o,v,Sainsburys,Good management always ready to listen.,None that I can think of.
Sainsbury-s,2021-02-25, Checkout Assistant,"Former Employee, more than 1 year","Northfleet, England, England",4,5.0,5.0,5.0,5.0,5.0,5.0,v,o,v,Excellent company,"Good career opportunities, good staff","Long hours, no overtime opportunities"
Sainsbury-s,2021-05-18, Anonymous Employee,"Current Employee, more than 5 years","London, England, England",5,4.0,4.0,4.0,5.0,4.0,3.0,v,o,v,Great place to work,"Great benefits, pay, bonus friendly environment",Not all managers share the same workload. Some do all the hard work while some manage to spend entire day in the office.
Sainsbury-s,2021-02-14, Trading Assistant,"Current Employee, more than 1 year","Southend-on-Sea, England, England",3,5.0,4.0,5.0,2.0,3.0,4.0,v,o,r,Great place to meet new people,meeting people from all walks of life,quite often having to deal with rude customers
Sainsbury-s,2021-02-01, Associate Recruiter,Current Employee,"Manchester, England, England",5,5.0,5.0,5.0,5.0,3.0,5.0,v,o,o,Great place to work,Great management and work-life balance,Working from home means missing the office environment
Sainsbury-s,2020-12-14, Customer Services Assistant,"Current Employee, less than 1 year","Horsham, England, England",3,3.0,3.0,3.0,2.0,2.0,3.0,x,o,r,Fine for a pandemic,I like my colleagues and my manager,I don't get my work schedule until a few weeks in advance
Sainsbury-s,2021-02-18, Checkout Supervisor,"Former Employee, more than 1 year","Bristol, England, England",4,5.0,4.0,3.0,2.0,4.0,2.0,v,o,v,Great part time job,"I worked while I was a uni student and worked at a store very close to my university, which meant that during university holidays, the store was very quiet. This meant that I was not needed during the Christmas and Summer holiday periods which was incredible to find in a job.
You can work with really great people, I made a lot of friends here.
The business of each shift is pretty easy to judge depending on the day of the week it is.","I originally started as a Checkout Assistant but then became a Supervisor about a year into the job. There isn't any pay rise with this even though the amount of knowledge required, responsibility and pressure is a lot higher. This is because Supervisors don't technically exist in Sainsbury's anymore as everyone is meant to be trained to the same level, but nobody can be bothered to train everyone up that much and some people are not interested in having to learn so much.
On my last paycheck, they paid me £400 less than I was meant to receive, but they had locked me out of the HR centre where I would be able to view my paycheck as I was leaving. I was advised to call the HR department but they literally NEVER answer the phone. Only after a manager actually dealt with it did I get paid any more, but I was still paid £30 short. Getting hugely underpaid on your last month's paycheck is a really common issue, and Sainsbury's make it very difficult for you to chase up anyone about it. So just be prepped for that as it was a horrible note to leave on."
Sainsbury-s,2020-12-14, Assistant Buyer,"Former Employee, more than 1 year","Coventry, England, England",4,4.0,5.0,5.0,3.0,3.0,5.0,v,o,v,Lovely people & environment,"Lovely people, environment, approachable management",Not much room for progression as people don’t leave often
Sainsbury-s,2021-04-19, Customer Assistant,"Former Employee, less than 1 year","Sutton Coldfield, England, England",1,1.0,1.0,1.0,1.0,1.0,1.0,x,o,x,worst company ever,nothing this job did nothing for me,managers were blatantly rude and didn't like me so they pushed me out of the company making up things I did because I was 18 and they knew I wouldn't know how to handle situation.
Salesforce,2021-03-24, Director,"Current Employee, more than 1 year","San Francisco, CA",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,It is what it says,Stakeholder capitalism at its best. Strong desire to make the world a better place whilst also innovating and growing.,There is a lot to do as the company grows so fast.
